zip_code,city,county,bottles_sold,sales_dollars,margin,median_household_income,population
52742,DEWITT,Clinton,2242.0,31029.4,10582.11,46170.0,49116.0
52747,DURANT,Cedar,667.0,7149.19,2389.84,54321.0,18499.0
52748,ELDRIDGE,Scott,3958.0,46016.09,15404.78,49964.0,165224.0
52751,GRAND MOUND,Clinton,259.0,2814.35,944.81,46170.0,49116.0
52753,LE CLAIRE,Scott,837.0,9479.6,3163.93,49964.0,165224.0
52753,LECLAIRE,Scott,3419.0,53228.87,17769.45,49964.0,165224.0
52761,MUSCATINE,Muscatine,20368.0,266817.46,89129.64,51025.0,42745.0
52768,PRINCETON,Scott,251.0,2199.21,733.35,49964.0,165224.0
52772,TIPTON,Cedar,2947.0,34386.92,11503.15,54321.0,18499.0
52776,WEST LIBERTY,Muscatine,1206.0,16654.56,5559.62,51025.0,42745.0
52777,WHEATLAND,Clinton,81.0,894.04,299.63,46170.0,49116.0
52778,WILTON,Muscatine,864.0,8824.96,2947.61,51025.0,42745.0
52802,DAVENPORT,Scott,15072.0,100179.48,33445.02,49964.0,165224.0
52803,DAVENPORT,Scott,14349.0,102703.04,34267.51,49964.0,165224.0
52804,DAVENPORT,Scott,33814.0,375470.88,125356.71,49964.0,165224.0
52806,DAVENPORT,Scott,16106.0,181948.52,60810.53,49964.0,165224.0
52807,DAVENPORT,Scott,39965.0,596547.82,199253.77,49964.0,165224.0
56201,BURLINGTON,Des Moines,276.0,4086.72,1362.78,41937.0,40325.0
